claim_id,vehicle_id,driver_id,trip_id,accident_timestamp,accident_location,weather_condition,road_condition,collision_type,damaged_component,severity,estimated_repair_cost,claim_amount,fraud_flag,claim_status
C00189,V0460,D0283,T08103,2025-09-06T06:55:00,Thrissur,Cloudy,Slippery,Side,Rear Bumper,Minor,173501,164853,No,Approved
C00190,V0398,D0610,T00389,2025-06-02T00:33:00,Palakkad,Fog,Wet,Head-on,Engine Bay,Minor,80062,68066,No,Under Review
C00191,V0145,D0060,T08976,2025-02-04T23:55:00,Kozhikode,Cloudy,Dry,Rear-end,Rear Bumper,Moderate,172029,153862,No,Approved
C00192,V0404,D0268,T01666,2025-02-18T13:34:00,Kozhikode,Cloudy,Dry,Head-on,Front Bumper,Major,131353,125817,No,Approved
C00193,V0076,D0469,T00907,2025-07-01T05:36:00,Palakkad,Cloudy,Slippery,Rear-end,Rear Bumper,Minor,201189,192965,Yes,Approved
C00194,V0376,D0030,T09168,2025-07-25T11:32:00,Kozhikode,Heavy Rain,Dry,Head-on,Door,Major,90355,78429,No,Rejected
C00195,V0219,D0348,T07082,2025-01-27T23:41:00,Kozhikode,Heavy Rain,Slippery,Rear-end,Headlight,Major,237129,209159,No,Rejected
C00196,V0377,D0056,T01552,2025-03-09T04:31:00,Kozhikode,Fog,Slippery,Side,Rear Bumper,Major,161149,130346,No,Under Review
C00197,V0418,D0102,T03578,2025-09-01T21:03:00,Kozhikode,Rain,Wet,Head-on,Door,Major,89222,77509,No,Rejected
C00198,V0449,D0209,T02145,2025-03-11T17:34:00,Thrissur,Fog,Wet,Side,Front Bumper,Major,169089,159389,Yes,Under Review
C00199,V0374,D0225,T05762,2025-06-19T21:34:00,Kochi,Cloudy,Dry,Side,Door,Major,40993,39381,No,Approved
C00200,V0202,D0016,T07919,2025-07-08T08:01:00,Kochi,Fog,Dry,Single Vehicle,Door,Moderate,121443,120274,No,Under Review
C00201,V0181,D0226,T04337,2025-09-08T11:15:00,Thrissur,Sunny,Dry,Side,Front Bumper,Moderate,169465,168785,No,Rejected
C00202,V0106,D0134,T02776,2025-05-13T02:24:00,Palakkad,Rain,Slippery,Rear-end,Windshield,Major,104919,96076,No,Rejected
C00203,V0132,D0438,T05335,2025-12-09T07:00:00,Kozhikode,Sunny,Slippery,Rear-end,Engine Bay,Major,31254,25051,No,Approved
C00204,V0378,D0551,T08445,2025-11-10T16:25:00,Palakkad,Heavy Rain,Wet,Single Vehicle,Rear Bumper,Major,135829,134459,No,Under Review
C00205,V0420,D0377,T03755,2025-07-08T22:27:00,Kollam,Rain,Slippery,Single Vehicle,Door,Major,138064,124982,Yes,Approved
C00206,V0115,D0635,T08873,2025-12-15T06:43:00,Kozhikode,Heavy Rain,Wet,Head-on,Door,Major,189066,171177,No,Approved
C00207,V0401,D0315,T08531,2025-02-23T09:54:00,Kollam,Cloudy,Wet,Head-on,Engine Bay,Moderate,197752,194217,No,Under Review
C00208,V0224,D0189,T07938,2025-03-24T01:24:00,Thrissur,Fog,Slippery,Rear-end,Headlight,Major,25302,20523,No,Approved
C00209,V0045,D0147,T00310,2025-06-29T21:46:00,Palakkad,Heavy Rain,Slippery,Head-on,Engine Bay,Moderate,237854,194756,Yes,Under Review
C00210,V0158,D0618,T02474,2025-01-26T21:32:00,Palakkad,Rain,Dry,Head-on,Engine Bay,Moderate,160658,159183,No,Approved
C00211,V0448,D0601,T05738,2025-04-02T00:10:00,Kollam,Heavy Rain,Wet,Single Vehicle,Windshield,Minor,203451,194243,No,Rejected
C00212,V0384,D0667,T08805,2025-05-01T01:49:00,Thrissur,Sunny,Slippery,Single Vehicle,Headlight,Moderate,37836,37450,No,Rejected
C00213,V0468,D0262,T03628,2025-04-22T05:52:00,Kollam,Heavy Rain,Dry,Head-on,Headlight,Major,163189,152452,No,Under Review
C00214,V0031,D0341,T06966,2025-06-14T09:04:00,Thrissur,Sunny,Dry,Side,Front Bumper,Minor,221155,199969,No,Under Review
C00215,V0252,D0361,T05648,2025-04-15T05:15:00,Thrissur,Rain,Wet,Side,Door,Moderate,45293,38253,No,Approved
C00216,V0028,D0563,T04080,2025-06-16T03:13:00,Thrissur,Cloudy,Wet,Head-on,Door,Minor,86192,79830,No,Under Review
C00217,V0488,D0414,T05241,2025-06-21T05:37:00,Kochi,Fog,Dry,Head-on,Headlight,Moderate,161743,155836,No,Approved
C00218,V0017,D0420,T01625,2025-08-19T01:53:00,Thrissur,Cloudy,Dry,Head-on,Door,Minor,23673,21784,Yes,Under Review
C00219,V0351,D0700,T04531,2025-09-22T22:52:00,Kozhikode,Rain,Dry,Side,Front Bumper,Moderate,49411,49407,No,Under Review
C00220,V0317,D0394,T07656,2025-03-16T17:09:00,Thrissur,Cloudy,Dry,Rear-end,Headlight,Major,217696,180491,Yes,Approved
C00221,V0221,D0059,T00097,2025-02-24T11:53:00,Alappuzha,Fog,Slippery,Head-on,Headlight,Minor,203532,199133,Yes,Approved
C00222,V0404,D0699,T09647,2025-12-15T14:36:00,Kochi,Cloudy,Slippery,Side,Windshield,Major,99310,82242,No,Rejected
C00223,V0008,D0121,T01097,2025-10-02T09:09:00,Kozhikode,Rain,Wet,Head-on,Rear Bumper,Major,238510,209782,No,Approved
C00224,V0249,D0464,T05697,2025-07-18T08:44:00,Thrissur,Cloudy,Wet,Single Vehicle,Front Bumper,Minor,94183,89107,No,Under Review
C00225,V0345,D0694,T00565,2025-10-13T11:34:00,Kochi,Heavy Rain,Slippery,Head-on,Rear Bumper,Minor,70097,68760,No,Approved
C00226,V0432,D0151,T04638,2025-11-21T03:05:00,Palakkad,Sunny,Slippery,Side,Door,Moderate,228816,219474,No,Approved
C00227,V0316,D0228,T01301,2025-01-25T19:03:00,Alappuzha,Sunny,Slippery,Head-on,Headlight,Moderate,97892,93225,No,Approved
C00228,V0098,D0215,T06068,2025-12-09T06:27:00,Kozhikode,Heavy Rain,Wet,Side,Door,Moderate,204495,189230,Yes,Rejected
C00229,V0270,D0326,T08961,2025-07-22T11:29:00,Thrissur,Rain,Wet,Single Vehicle,Windshield,Major,164923,133658,No,Approved
C00230,V0175,D0496,T06580,2025-04-18T18:07:00,Palakkad,Heavy Rain,Wet,Rear-end,Rear Bumper,Moderate,116390,114377,No,Under Review
C00231,V0178,D0626,T09394,2025-06-19T03:01:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Windshield,Moderate,12334,11978,Yes,Rejected
C00232,V0429,D0039,T06944,2025-12-01T05:27:00,Alappuzha,Sunny,Slippery,Side,Headlight,Minor,128080,115173,No,Under Review
C00233,V0223,D0423,T08580,2025-07-22T01:18:00,Kochi,Fog,Dry,Single Vehicle,Engine Bay,Minor,73907,62663,No,Approved
C00234,V0024,D0088,T06224,2025-09-19T22:57:00,Kochi,Rain,Wet,Rear-end,Rear Bumper,Moderate,164616,145988,Yes,Rejected
C00235,V0228,D0003,T06252,2025-11-09T14:24:00,Kozhikode,Cloudy,Dry,Single Vehicle,Front Bumper,Minor,55676,48176,No,Rejected
C00236,V0316,D0300,T07305,2025-02-25T09:02:00,Kollam,Heavy Rain,Slippery,Head-on,Door,Minor,118177,95268,No,Rejected
C00237,V0100,D0247,T03436,2025-12-10T10:49:00,Alappuzha,Cloudy,Dry,Single Vehicle,Engine Bay,Major,191428,185733,No,Under Review
C00238,V0048,D0365,T04531,2025-04-11T22:17:00,Thrissur,Rain,Dry,Side,Engine Bay,Moderate,122649,115087,Yes,Approved
C00239,V0380,D0673,T05755,2025-07-10T23:27:00,Alappuzha,Rain,Slippery,Head-on,Door,Minor,172726,144092,Yes,Rejected
C00240,V0307,D0037,T08619,2025-12-13T21:45:00,Palakkad,Fog,Wet,Side,Windshield,Minor,52141,46776,Yes,Under Review
C00241,V0104,D0611,T02644,2025-04-29T01:18:00,Thrissur,Heavy Rain,Wet,Side,Headlight,Major,59476,52564,No,Under Review
C00242,V0470,D0230,T04600,2025-12-11T04:14:00,Palakkad,Cloudy,Wet,Single Vehicle,Windshield,Moderate,73362,68800,No,Rejected
C00243,V0103,D0673,T06783,2025-05-01T19:21:00,Thrissur,Sunny,Wet,Head-on,Headlight,Major,60980,51256,No,Under Review
C00244,V0288,D0559,T00250,2025-09-08T19:03:00,Palakkad,Sunny,Slippery,Single Vehicle,Front Bumper,Major,121404,109203,Yes,Rejected
C00245,V0425,D0677,T00574,2025-09-11T01:14:00,Alappuzha,Rain,Dry,Rear-end,Front Bumper,Moderate,232086,217331,No,Approved
C00246,V0172,D0152,T09465,2025-09-04T02:25:00,Kochi,Heavy Rain,Dry,Side,Headlight,Major,59241,52855,Yes,Approved
C00247,V0368,D0297,T02325,2025-02-04T15:23:00,Kozhikode,Sunny,Wet,Rear-end,Headlight,Major,75853,65258,No,Under Review
C00248,V0117,D0652,T07446,2025-03-27T08:01:00,Kochi,Rain,Wet,Single Vehicle,Windshield,Minor,226256,181349,Yes,Rejected
C00249,V0342,D0217,T03766,2025-02-28T16:26:00,Palakkad,Rain,Wet,Single Vehicle,Rear Bumper,Major,233627,232202,Yes,Approved
C00250,V0146,D0685,T00430,2025-08-31T18:55:00,Kollam,Sunny,Dry,Single Vehicle,Rear Bumper,Moderate,40275,36531,No,Approved
C00251,V0490,D0580,T02601,2025-04-08T19:28:00,Kozhikode,Heavy Rain,Slippery,Head-on,Engine Bay,Moderate,231713,206856,No,Approved
C00252,V0389,D0466,T03820,2025-05-05T15:09:00,Alappuzha,Heavy Rain,Dry,Side,Front Bumper,Major,93096,90418,Yes,Approved
C00253,V0367,D0340,T04423,2025-05-28T21:19:00,Thrissur,Cloudy,Dry,Head-on,Rear Bumper,Major,91739,88737,No,Under Review
C00254,V0012,D0453,T05385,2025-05-12T17:19:00,Kozhikode,Heavy Rain,Wet,Rear-end,Door,Minor,215085,210348,No,Under Review
C00255,V0357,D0276,T05001,2025-10-18T10:54:00,Thrissur,Heavy Rain,Wet,Head-on,Headlight,Major,144509,119611,No,Under Review
C00256,V0338,D0317,T02814,2025-10-25T04:20:00,Thrissur,Rain,Wet,Head-on,Rear Bumper,Minor,199007,184696,No,Rejected
C00257,V0356,D0625,T08269,2025-04-21T03:01:00,Kollam,Sunny,Dry,Single Vehicle,Door,Major,77709,72929,No,Approved
C00258,V0195,D0311,T02742,2025-05-21T20:11:00,Palakkad,Rain,Wet,Side,Rear Bumper,Moderate,36299,32643,No,Rejected
C00259,V0103,D0698,T01035,2025-10-22T05:24:00,Kozhikode,Sunny,Slippery,Rear-end,Front Bumper,Minor,208675,184567,No,Under Review
C00260,V0049,D0367,T07388,2025-07-25T16:33:00,Kozhikode,Cloudy,Slippery,Side,Windshield,Minor,29106,27924,No,Under Review
C00261,V0208,D0566,T02078,2025-08-14T20:28:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Windshield,Moderate,197426,187566,Yes,Approved
C00262,V0086,D0362,T02840,2025-04-01T20:55:00,Kochi,Sunny,Wet,Head-on,Engine Bay,Minor,14698,13660,Yes,Under Review
C00263,V0052,D0570,T09885,2025-06-29T23:23:00,Alappuzha,Sunny,Dry,Side,Engine Bay,Moderate,145292,135911,No,Approved
C00264,V0248,D0267,T03443,2025-01-28T21:32:00,Palakkad,Heavy Rain,Slippery,Single Vehicle,Engine Bay,Major,41300,36482,Yes,Rejected
C00265,V0304,D0508,T04902,2025-12-06T21:55:00,Kollam,Rain,Slippery,Side,Windshield,Minor,212187,199536,No,Approved
C00266,V0009,D0538,T05775,2025-11-14T03:45:00,Kozhikode,Rain,Dry,Side,Rear Bumper,Minor,163997,162930,Yes,Under Review
C00267,V0458,D0575,T07757,2025-02-01T17:10:00,Alappuzha,Fog,Slippery,Single Vehicle,Door,Moderate,21734,20273,No,Approved
C00268,V0256,D0443,T07182,2025-07-12T17:17:00,Thrissur,Cloudy,Wet,Side,Front Bumper,Moderate,57461,54952,Yes,Rejected
C00269,V0371,D0226,T01393,2025-12-27T14:08:00,Kochi,Heavy Rain,Wet,Rear-end,Windshield,Moderate,77482,63476,Yes,Under Review
C00270,V0147,D0299,T08158,2025-12-21T21:50:00,Palakkad,Cloudy,Wet,Head-on,Engine Bay,Moderate,249094,224814,No,Approved
C00271,V0147,D0451,T02207,2025-02-27T20:07:00,Palakkad,Sunny,Slippery,Side,Headlight,Major,204233,188238,No,Rejected
C00272,V0387,D0361,T02780,2025-08-07T10:05:00,Kochi,Rain,Dry,Rear-end,Rear Bumper,Minor,109233,91961,No,Approved
C00273,V0212,D0204,T03353,2025-08-14T13:50:00,Alappuzha,Sunny,Wet,Side,Front Bumper,Major,29129,28829,Yes,Approved
C00274,V0277,D0603,T03545,2025-11-26T23:46:00,Kochi,Cloudy,Slippery,Head-on,Front Bumper,Major,157473,135480,No,Rejected
C00275,V0210,D0233,T01221,2025-04-11T07:46:00,Palakkad,Rain,Slippery,Side,Rear Bumper,Minor,199853,197895,Yes,Under Review
C00276,V0178,D0018,T04000,2025-08-17T07:49:00,Kollam,Sunny,Slippery,Side,Rear Bumper,Moderate,84680,68299,Yes,Under Review
C00277,V0428,D0250,T05175,2025-10-09T22:03:00,Palakkad,Rain,Slippery,Head-on,Headlight,Major,65873,63503,No,Approved
C00278,V0151,D0617,T03246,2025-10-14T06:58:00,Kochi,Rain,Dry,Single Vehicle,Rear Bumper,Moderate,177948,161650,No,Under Review
C00279,V0179,D0369,T01088,2025-10-30T15:37:00,Kochi,Heavy Rain,Dry,Side,Headlight,Major,185846,155884,Yes,Approved
C00280,V0031,D0357,T07362,2025-12-11T16:39:00,Kollam,Heavy Rain,Slippery,Single Vehicle,Headlight,Minor,69853,61732,Yes,Under Review
C00281,V0194,D0600,T05061,2025-02-27T10:58:00,Kozhikode,Heavy Rain,Slippery,Single Vehicle,Door,Moderate,119695,97906,No,Approved
C00282,V0045,D0022,T09987,2025-03-30T01:26:00,Alappuzha,Fog,Slippery,Head-on,Headlight,Minor,213753,180188,No,Approved
C00283,V0410,D0220,T01132,2025-12-10T16:49:00,Alappuzha,Heavy Rain,Wet,Head-on,Front Bumper,Major,87403,80925,No,Approved
C00284,V0443,D0670,T03099,2025-12-05T04:11:00,Thrissur,Cloudy,Slippery,Single Vehicle,Engine Bay,Moderate,94850,94140,No,Rejected
C00285,V0077,D0149,T07454,2025-02-03T13:23:00,Alappuzha,Sunny,Dry,Rear-end,Front Bumper,Minor,180548,160159,No,Under Review
C00286,V0105,D0567,T05338,2025-01-13T22:29:00,Palakkad,Rain,Slippery,Single Vehicle,Front Bumper,Moderate,31403,30215,No,Under Review
C00287,V0073,D0370,T09614,2025-09-07T18:02:00,Kollam,Cloudy,Wet,Single Vehicle,Door,Moderate,171214,147007,No,Under Review
C00288,V0062,D0367,T03829,2025-07-30T15:05:00,Thrissur,Cloudy,Slippery,Head-on,Windshield,Major,94676,91080,No,Under Review
C00289,V0135,D0429,T01525,2025-02-19T16:15:00,Kochi,Rain,Dry,Side,Rear Bumper,Minor,219763,184625,No,Rejected
C00290,V0076,D0611,T00089,2025-07-04T16:43:00,Kollam,Fog,Wet,Single Vehicle,Headlight,Moderate,13521,12297,No,Under Review
C00291,V0037,D0489,T07918,2025-10-03T16:47:00,Thrissur,Sunny,Dry,Single Vehicle,Rear Bumper,Moderate,174721,159585,Yes,Rejected
C00292,V0285,D0552,T00003,2025-02-26T17:24:00,Kozhikode,Sunny,Dry,Rear-end,Front Bumper,Moderate,121057,108794,No,Under Review
C00293,V0411,D0660,T05336,2025-12-14T15:32:00,Thrissur,Rain,Dry,Head-on,Front Bumper,Major,19855,16486,No,Under Review
C00294,V0484,D0255,T04341,2025-12-04T09:27:00,Alappuzha,Heavy Rain,Slippery,Side,Door,Major,248039,243144,Yes,Under Review
C00295,V0157,D0441,T05773,2025-11-07T21:06:00,Kozhikode,Sunny,Wet,Head-on,Headlight,Minor,78213,65599,No,Approved
C00296,V0394,D0364,T02889,2025-08-10T23:47:00,Kozhikode,Cloudy,Dry,Rear-end,Headlight,Moderate,220820,185592,Yes,Under Review
C00297,V0379,D0331,T02847,2025-02-10T11:12:00,Kochi,Rain,Dry,Rear-end,Windshield,Moderate,180722,176574,No,Rejected
C00298,V0233,D0628,T01435,2025-08-16T16:44:00,Alappuzha,Fog,Dry,Head-on,Door,Moderate,177463,151131,Yes,Approved
C00299,V0356,D0596,T02285,2025-02-12T00:34:00,Thrissur,Heavy Rain,Wet,Single Vehicle,Front Bumper,Minor,115430,97861,No,Under Review
C00300,V0097,D0179,T07630,2025-03-23T19:05:00,Thrissur,Heavy Rain,Wet,Rear-end,Door,Moderate,108556,94085,Yes,Under Review
C00301,V0147,D0562,T06507,2025-03-31T23:44:00,Palakkad,Heavy Rain,Slippery,Side,Door,Minor,153909,143491,Yes,Approved
C00302,V0323,D0174,T01605,2025-03-16T14:18:00,Alappuzha,Cloudy,Dry,Single Vehicle,Headlight,Moderate,241863,197431,Yes,Approved
C00303,V0481,D0685,T00820,2025-09-18T17:34:00,Alappuzha,Rain,Wet,Side,Windshield,Moderate,160660,153199,No,Rejected
C00304,V0241,D0002,T07663,2025-12-10T15:58:00,Thrissur,Fog,Slippery,Side,Door,Moderate,186606,173595,Yes,Under Review
C00305,V0056,D0232,T03835,2025-03-25T20:53:00,Thrissur,Fog,Slippery,Rear-end,Rear Bumper,Major,121921,108116,No,Approved
C00306,V0383,D0181,T03774,2025-04-22T08:51:00,Alappuzha,Rain,Wet,Head-on,Windshield,Moderate,196118,179928,No,Rejected
C00307,V0125,D0684,T05478,2025-03-28T13:54:00,Kollam,Sunny,Slippery,Head-on,Front Bumper,Moderate,231308,229677,No,Under Review
C00308,V0405,D0397,T09351,2025-07-20T01:58:00,Alappuzha,Rain,Wet,Head-on,Front Bumper,Minor,34907,28937,No,Rejected
C00309,V0374,D0206,T08451,2025-04-05T21:33:00,Thrissur,Rain,Slippery,Single Vehicle,Headlight,Minor,167156,154449,Yes,Under Review
C00310,V0457,D0170,T08469,2025-08-18T03:30:00,Kochi,Rain,Wet,Side,Windshield,Moderate,189079,177905,Yes,Rejected
C00311,V0434,D0114,T08516,2025-03-12T21:39:00,Palakkad,Rain,Wet,Head-on,Rear Bumper,Moderate,105882,99293,No,Approved
C00312,V0433,D0439,T01065,2025-03-31T11:33:00,Kozhikode,Rain,Wet,Side,Windshield,Moderate,154163,147229,Yes,Under Review
C00313,V0288,D0602,T08429,2025-12-01T01:32:00,Kozhikode,Fog,Wet,Rear-end,Headlight,Minor,127810,127561,No,Approved
C00314,V0479,D0214,T04934,2025-03-21T01:07:00,Palakkad,Rain,Slippery,Side,Windshield,Major,49971,49259,No,Approved
C00315,V0494,D0092,T08717,2025-08-09T23:37:00,Kozhikode,Heavy Rain,Wet,Single Vehicle,Rear Bumper,Major,206871,175827,No,Approved
C00316,V0032,D0005,T06915,2025-03-13T04:57:00,Kollam,Heavy Rain,Wet,Rear-end,Door,Major,70528,57191,Yes,Approved
C00317,V0163,D0209,T09131,2025-02-13T05:09:00,Kollam,Heavy Rain,Slippery,Side,Headlight,Major,26162,22781,No,Rejected
C00318,V0409,D0124,T07258,2025-06-21T15:03:00,Thrissur,Fog,Dry,Single Vehicle,Windshield,Moderate,107165,91664,No,Under Review
C00319,V0483,D0001,T05052,2025-08-24T10:02:00,Kozhikode,Fog,Wet,Head-on,Headlight,Moderate,238825,236796,No,Approved
C00320,V0088,D0480,T04519,2025-08-09T22:51:00,Kollam,Heavy Rain,Slippery,Single Vehicle,Door,Moderate,144011,125992,No,Rejected
C00321,V0265,D0357,T02669,2025-06-27T16:27:00,Thrissur,Sunny,Dry,Single Vehicle,Door,Major,54325,46282,Yes,Rejected
C00322,V0344,D0360,T07217,2025-08-30T03:40:00,Kochi,Fog,Dry,Head-on,Windshield,Minor,51757,43929,No,Rejected
C00323,V0446,D0531,T08401,2025-10-02T04:45:00,Kochi,Cloudy,Slippery,Rear-end,Windshield,Minor,62703,50704,No,Rejected
C00324,V0214,D0515,T02061,2025-10-12T00:02:00,Kollam,Cloudy,Dry,Head-on,Door,Major,140269,135606,No,Under Review
C00325,V0257,D0600,T08437,2025-10-03T04:43:00,Thrissur,Sunny,Slippery,Side,Windshield,Moderate,101441,95069,No,Under Review
C00326,V0084,D0152,T02767,2025-10-31T19:00:00,Kollam,Cloudy,Wet,Head-on,Door,Minor,42668,37084,No,Rejected
C00327,V0236,D0193,T03102,2025-10-15T13:22:00,Thrissur,Heavy Rain,Wet,Head-on,Rear Bumper,Moderate,196817,170657,No,Approved
C00328,V0103,D0517,T03687,2025-12-26T20:22:00,Palakkad,Cloudy,Dry,Rear-end,Headlight,Major,210102,204494,No,Approved
C00329,V0379,D0615,T05872,2025-11-24T18:46:00,Kozhikode,Rain,Wet,Rear-end,Engine Bay,Major,140239,115738,No,Approved
C00330,V0330,D0112,T08697,2025-05-27T05:12:00,Kochi,Sunny,Wet,Rear-end,Door,Minor,107160,89886,Yes,Under Review
C00331,V0349,D0653,T08230,2025-10-05T00:01:00,Kozhikode,Fog,Dry,Side,Engine Bay,Moderate,236623,210753,No,Rejected
C00332,V0220,D0431,T03815,2025-03-17T19:06:00,Kozhikode,Fog,Dry,Head-on,Headlight,Moderate,38740,36893,No,Under Review
C00333,V0499,D0164,T09067,2025-11-05T17:38:00,Alappuzha,Sunny,Slippery,Rear-end,Front Bumper,Moderate,247991,233450,Yes,Under Review
C00334,V0180,D0617,T00836,2025-10-01T15:22:00,Kochi,Sunny,Slippery,Rear-end,Door,Minor,215693,190252,No,Under Review
C00335,V0315,D0033,T04392,2025-02-10T11:53:00,Kochi,Sunny,Wet,Head-on,Front Bumper,Moderate,62364,60901,No,Under Review
C00336,V0412,D0606,T02590,2025-09-11T13:35:00,Alappuzha,Cloudy,Dry,Side,Headlight,Moderate,228528,190733,No,Approved
C00337,V0402,D0658,T02945,2025-02-02T03:01:00,Kollam,Heavy Rain,Wet,Rear-end,Windshield,Minor,71287,59770,Yes,Approved
C00338,V0120,D0549,T07926,2025-12-27T15:19:00,Palakkad,Rain,Wet,Rear-end,Rear Bumper,Major,170696,161956,Yes,Rejected
C00339,V0015,D0540,T04620,2025-04-30T00:57:00,Alappuzha,Sunny,Dry,Side,Front Bumper,Moderate,13049,11183,No,Rejected
C00340,V0477,D0201,T04186,2025-11-12T10:07:00,Kozhikode,Heavy Rain,Dry,Single Vehicle,Rear Bumper,Minor,48427,42527,No,Rejected
C00341,V0415,D0353,T02995,2025-01-30T05:53:00,Kollam,Cloudy,Dry,Rear-end,Engine Bay,Major,248150,219651,Yes,Rejected
C00342,V0048,D0175,T04374,2025-10-30T10:51:00,Kollam,Rain,Dry,Side,Rear Bumper,Moderate,194535,171170,No,Rejected
C00343,V0034,D0032,T03774,2025-11-24T20:54:00,Kochi,Sunny,Slippery,Head-on,Rear Bumper,Moderate,16797,15687,No,Approved
C00344,V0292,D0557,T08500,2025-04-03T03:33:00,Kochi,Heavy Rain,Dry,Single Vehicle,Door,Moderate,96946,87509,Yes,Rejected
C00345,V0162,D0645,T05506,2025-08-17T13:49:00,Alappuzha,Rain,Dry,Single Vehicle,Rear Bumper,Major,96222,93346,No,Under Review
C00346,V0073,D0322,T01922,2025-04-09T12:33:00,Kochi,Heavy Rain,Wet,Rear-end,Windshield,Minor,221439,189839,No,Under Review
C00347,V0132,D0365,T03112,2025-09-13T13:02:00,Kochi,Heavy Rain,Slippery,Rear-end,Windshield,Minor,178546,163270,No,Rejected
C00348,V0339,D0359,T05864,2025-12-18T20:14:00,Kollam,Rain,Wet,Single Vehicle,Door,Moderate,113468,99904,No,Under Review
C00349,V0434,D0570,T04081,2025-10-02T00:27:00,Kollam,Sunny,Slippery,Rear-end,Door,Minor,228869,218841,Yes,Rejected
C00350,V0317,D0029,T06751,2025-01-02T03:25:00,Kozhikode,Rain,Slippery,Single Vehicle,Engine Bay,Moderate,91133,81301,No,Approved
C00351,V0031,D0045,T08273,2025-11-18T05:45:00,Kozhikode,Heavy Rain,Dry,Side,Windshield,Major,168227,146441,Yes,Rejected
C00352,V0089,D0465,T00521,2025-09-04T05:42:00,Kochi,Sunny,Wet,Single Vehicle,Engine Bay,Minor,41276,36812,No,Under Review
C00353,V0490,D0039,T00744,2025-10-23T22:05:00,Alappuzha,Sunny,Slippery,Single Vehicle,Headlight,Minor,180810,177306,No,Rejected
C00354,V0169,D0600,T03999,2025-05-18T20:24:00,Alappuzha,Fog,Wet,Head-on,Front Bumper,Minor,88816,86150,No,Approved
C00355,V0096,D0579,T06068,2025-12-26T06:26:00,Kochi,Cloudy,Slippery,Rear-end,Windshield,Moderate,171041,165352,No,Rejected
C00356,V0303,D0599,T01700,2025-10-15T02:52:00,Kollam,Heavy Rain,Wet,Rear-end,Door,Minor,172954,152105,No,Rejected
C00357,V0034,D0274,T02710,2025-05-12T21:17:00,Alappuzha,Heavy Rain,Slippery,Head-on,Rear Bumper,Minor,109610,100360,No,Under Review
C00358,V0327,D0685,T06221,2025-10-18T12:12:00,Kollam,Rain,Wet,Single Vehicle,Rear Bumper,Minor,182659,149607,Yes,Rejected
C00359,V0170,D0402,T06456,2025-11-20T19:05:00,Alappuzha,Cloudy,Wet,Single Vehicle,Windshield,Minor,140641,126590,Yes,Approved
C00360,V0488,D0415,T05819,2025-08-28T07:03:00,Kozhikode,Cloudy,Dry,Side,Rear Bumper,Moderate,130247,111653,No,Approved
C00361,V0343,D0275,T05283,2025-11-11T10:12:00,Palakkad,Fog,Wet,Head-on,Headlight,Minor,175846,142564,No,Approved
C00362,V0303,D0694,T00725,2025-04-08T05:25:00,Kochi,Rain,Wet,Head-on,Rear Bumper,Minor,17148,13785,No,Approved
C00363,V0472,D0200,T04059,2025-02-19T01:22:00,Kollam,Cloudy,Wet,Side,Front Bumper,Moderate,194979,159689,No,Rejected
C00364,V0297,D0354,T01307,2025-08-03T04:37:00,Thrissur,Fog,Dry,Head-on,Front Bumper,Moderate,82399,76347,Yes,Under Review
C00365,V0377,D0365,T07967,2025-10-09T22:26:00,Thrissur,Cloudy,Slippery,Single Vehicle,Rear Bumper,Minor,72747,65216,No,Approved
C00366,V0077,D0675,T03610,2025-05-17T00:09:00,Kochi,Cloudy,Wet,Head-on,Engine Bay,Minor,204648,169434,No,Approved
C00367,V0271,D0498,T00077,2025-08-04T04:09:00,Palakkad,Fog,Wet,Head-on,Rear Bumper,Major,116466,93194,No,Under Review
C00368,V0495,D0257,T01045,2025-02-22T06:28:00,Kozhikode,Rain,Dry,Single Vehicle,Windshield,Moderate,189187,163632,Yes,Approved
C00369,V0073,D0614,T00955,2025-09-18T06:52:00,Kochi,Cloudy,Slippery,Side,Windshield,Moderate,178888,149231,Yes,Approved
C00370,V0242,D0299,T03452,2025-11-25T09:01:00,Kochi,Sunny,Slippery,Rear-end,Windshield,Minor,155769,138242,No,Under Review
