service_id,vehicle_id,engine_serial_no,service_date,service_type,service_category,fault_code,diagnosis,technician,workshop,parts_replaced,labour_cost,parts_cost,total_cost,downtime_hours,next_service_due,warranty_claim,service_status
S00151,V0437,ESN751265,2025-06-08,Brake Service,Emergency,P0000,Battery degradation,TECH324,AutoMind Central,Brake Pads,5322,2565,7887,1.7,2025-12-05,No,Pending
S00152,V0133,ESN807086,2025-12-22,Brake Service,Preventive,P0300,Engine overheating,TECH802,AutoMind Central,Spark Plug,1563,7436,8999,6.8,2026-06-20,Yes,Completed
S00153,V0279,ESN232597,2025-06-08,Engine Diagnostics,Corrective,P0012,Brake wear,TECH305,FleetCare Kochi,Oil Filter,3347,6842,10189,2.4,2025-12-05,Yes,Completed
S00154,V0277,ESN937715,2025-01-28,Battery Replacement,Preventive,P0171,Engine overheating,TECH581,Prime Motors,Brake Pads,5033,17572,22605,3.7,2025-07-27,No,Completed
S00155,V0292,ESN883624,2025-09-02,Routine Service,Emergency,P0012,Battery degradation,TECH837,FleetCare Kochi,Brake Pads,3301,5541,8842,1.9,2026-03-01,No,Completed
S00156,V0253,ESN404734,2025-12-03,Brake Service,Emergency,P0300,Low oil pressure,TECH540,Kerala Truck Service,Oil Filter,3636,3287,6923,6.9,2026-06-01,Yes,Completed
S00157,V0047,ESN445421,2025-06-10,Oil Change,Preventive,P0171,Battery degradation,TECH611,Prime Motors,Coolant Hose,1141,17417,18558,5.1,2025-12-07,No,Completed
S00158,V0306,ESN259313,2025-10-06,Routine Service,Emergency,P0420,Low oil pressure,TECH583,AutoMind Central,Brake Pads,1140,1495,2635,10.6,2026-04-04,No,Pending
S00159,V0381,ESN179395,2025-01-02,Oil Change,Corrective,P0171,Routine inspection,TECH818,AutoMind Central,Battery,3722,17679,21401,9.9,2025-07-01,No,Pending
S00160,V0028,ESN327642,2025-01-10,Battery Replacement,Preventive,P0012,Low oil pressure,TECH577,Prime Motors,Brake Pads,3587,8698,12285,8.6,2025-07-09,No,Completed
S00161,V0494,ESN965923,2025-05-10,Battery Replacement,Corrective,P0420,Engine overheating,TECH917,AutoMind Central,Spark Plug,5985,11363,17348,9.4,2025-11-06,No,Completed
S00162,V0404,ESN484075,2025-10-03,Battery Replacement,Corrective,P0012,Battery degradation,TECH500,Kerala Truck Service,Oil Filter,4189,3335,7524,1.8,2026-04-01,No,Pending
S00163,V0386,ESN937594,2025-01-23,Routine Service,Emergency,P0300,Low oil pressure,TECH161,Prime Motors,Spark Plug,2322,8656,10978,1.8,2025-07-22,Yes,Pending
S00164,V0262,ESN805965,2025-08-22,Cooling System,Corrective,P0012,Battery degradation,TECH772,Prime Motors,Coolant Hose,1994,14176,16170,1.3,2026-02-18,Yes,Completed
S00165,V0011,ESN432920,2025-10-19,Oil Change,Emergency,P0171,Routine inspection,TECH185,AutoMind Central,Brake Pads,2674,3852,6526,1.1,2026-04-17,Yes,Completed
S00166,V0443,ESN333696,2025-11-13,Brake Service,Emergency,P0171,Battery degradation,TECH779,AutoMind Central,Oil Filter,4681,15060,19741,5.7,2026-05-12,Yes,Completed
S00167,V0403,ESN748856,2025-05-14,Battery Replacement,Emergency,P0420,Routine inspection,TECH419,AutoMind Central,Spark Plug,5483,18662,24145,3.0,2025-11-10,No,Pending
S00168,V0076,ESN723636,2025-03-06,Cooling System,Corrective,P0000,Battery degradation,TECH729,Kerala Truck Service,Battery,4881,17167,22048,11.1,2025-09-02,No,Completed
S00169,V0364,ESN484731,2025-06-21,Battery Replacement,Corrective,P0000,Brake wear,TECH678,Prime Motors,Oil Filter,2654,8504,11158,2.2,2025-12-18,No,Pending
S00170,V0067,ESN130880,2025-05-23,Brake Service,Preventive,P0420,Routine inspection,TECH358,Prime Motors,Spark Plug,5012,2083,7095,4.8,2025-11-19,No,Completed
S00171,V0102,ESN313731,2025-11-01,Engine Diagnostics,Corrective,P0171,Brake wear,TECH412,AutoMind Central,Spark Plug,4066,19523,23589,1.9,2026-04-30,Yes,Completed
S00172,V0132,ESN185156,2025-05-20,Brake Service,Corrective,P0171,Low oil pressure,TECH110,AutoMind Central,Air Filter,1378,15995,17373,4.7,2025-11-16,Yes,Pending
S00173,V0011,ESN603509,2025-10-28,Routine Service,Corrective,P0012,Battery degradation,TECH165,AutoMind Central,Brake Pads,3300,11798,15098,4.5,2026-04-26,Yes,Pending
S00174,V0325,ESN808824,2025-08-28,Oil Change,Corrective,P0012,Routine inspection,TECH101,Prime Motors,Brake Pads,1006,11560,12566,4.1,2026-02-24,Yes,Pending
S00175,V0047,ESN190441,2025-10-30,Routine Service,Emergency,P0171,Low oil pressure,TECH227,Prime Motors,Air Filter,5706,7903,13609,5.4,2026-04-28,Yes,Completed
S00176,V0374,ESN200082,2025-01-30,Cooling System,Corrective,P0171,Brake wear,TECH462,FleetCare Kochi,Air Filter,3992,12590,16582,10.9,2025-07-29,No,Completed
S00177,V0133,ESN276567,2025-09-29,Battery Replacement,Preventive,P0300,Routine inspection,TECH410,FleetCare Kochi,Brake Pads,1543,6040,7583,5.7,2026-03-28,Yes,Completed
S00178,V0176,ESN357373,2025-05-17,Oil Change,Preventive,P0171,Engine overheating,TECH761,AutoMind Central,Oil Filter,3537,17543,21080,2.7,2025-11-13,Yes,Pending
S00179,V0130,ESN617765,2025-04-20,Battery Replacement,Corrective,P0171,Brake wear,TECH948,Prime Motors,Coolant Hose,1508,17676,19184,9.7,2025-10-17,No,Pending
S00180,V0333,ESN547594,2025-04-23,Routine Service,Preventive,P0012,Brake wear,TECH196,AutoMind Central,Coolant Hose,3141,15853,18994,8.6,2025-10-20,No,Pending
S00181,V0057,ESN118677,2025-01-09,Battery Replacement,Emergency,P0171,Engine overheating,TECH376,AutoMind Central,Coolant Hose,4499,3984,8483,3.3,2025-07-08,Yes,Pending
S00182,V0267,ESN112416,2025-04-22,Brake Service,Preventive,P0420,Brake wear,TECH426,FleetCare Kochi,Oil Filter,5197,17619,22816,3.1,2025-10-19,No,Pending
S00183,V0054,ESN973854,2025-05-24,Routine Service,Corrective,P0000,Brake wear,TECH322,Prime Motors,Air Filter,3871,10772,14643,4.4,2025-11-20,Yes,Completed
S00184,V0218,ESN175062,2025-02-04,Routine Service,Emergency,P0012,Battery degradation,TECH745,Prime Motors,Spark Plug,4076,12558,16634,7.9,2025-08-03,Yes,Completed
S00185,V0277,ESN806290,2025-01-27,Engine Diagnostics,Preventive,P0420,Brake wear,TECH884,FleetCare Kochi,Spark Plug,2982,9285,12267,3.2,2025-07-26,No,Pending
S00186,V0166,ESN541642,2025-03-31,Engine Diagnostics,Preventive,P0420,Brake wear,TECH843,Kerala Truck Service,Coolant Hose,1221,5814,7035,11.4,2025-09-27,No,Pending
S00187,V0306,ESN920057,2025-05-29,Brake Service,Preventive,P0012,Low oil pressure,TECH478,FleetCare Kochi,Coolant Hose,2124,8238,10362,10.7,2025-11-25,No,Pending
S00188,V0288,ESN805300,2025-09-24,Routine Service,Corrective,P0420,Battery degradation,TECH263,Prime Motors,Oil Filter,3630,14705,18335,6.9,2026-03-23,No,Completed
S00189,V0305,ESN665605,2025-11-26,Oil Change,Preventive,P0012,Battery degradation,TECH115,Prime Motors,Air Filter,2326,18724,21050,11.9,2026-05-25,No,Completed
S00190,V0168,ESN394260,2025-08-24,Engine Diagnostics,Preventive,P0012,Routine inspection,TECH899,FleetCare Kochi,Oil Filter,3763,7424,11187,3.7,2026-02-20,Yes,Completed
S00191,V0261,ESN739638,2025-08-03,Engine Diagnostics,Preventive,P0000,Engine overheating,TECH849,AutoMind Central,Spark Plug,2087,9647,11734,5.8,2026-01-30,No,Completed
S00192,V0199,ESN373647,2025-11-28,Engine Diagnostics,Preventive,P0000,Brake wear,TECH645,AutoMind Central,Brake Pads,5253,14941,20194,5.2,2026-05-27,Yes,Pending
S00193,V0470,ESN592200,2025-09-07,Brake Service,Emergency,P0300,Low oil pressure,TECH197,AutoMind Central,Oil Filter,4199,9561,13760,2.3,2026-03-06,No,Pending
S00194,V0328,ESN832942,2025-04-13,Routine Service,Corrective,P0000,Brake wear,TECH826,Kerala Truck Service,Battery,3126,5803,8929,10.5,2025-10-10,No,Completed
S00195,V0054,ESN588263,2025-08-14,Battery Replacement,Preventive,P0300,Battery degradation,TECH557,Kerala Truck Service,Coolant Hose,923,18670,19593,9.6,2026-02-10,Yes,Completed
S00196,V0213,ESN944593,2025-08-13,Engine Diagnostics,Corrective,P0171,Battery degradation,TECH343,FleetCare Kochi,Coolant Hose,5219,2535,7754,8.1,2026-02-09,No,Completed
S00197,V0370,ESN426141,2025-04-14,Cooling System,Corrective,P0000,Brake wear,TECH668,FleetCare Kochi,Spark Plug,866,5031,5897,2.7,2025-10-11,Yes,Pending
S00198,V0338,ESN385415,2025-05-14,Battery Replacement,Corrective,P0012,Engine overheating,TECH254,Kerala Truck Service,Spark Plug,4262,12084,16346,6.7,2025-11-10,Yes,Pending
S00199,V0183,ESN887320,2025-06-27,Routine Service,Preventive,P0000,Engine overheating,TECH913,Prime Motors,Battery,2907,5917,8824,9.4,2025-12-24,No,Completed
S00200,V0063,ESN654490,2025-03-24,Brake Service,Corrective,P0000,Low oil pressure,TECH622,Kerala Truck Service,Battery,3416,1980,5396,7.8,2025-09-20,No,Pending
S00201,V0391,ESN707294,2025-02-19,Oil Change,Emergency,P0000,Brake wear,TECH858,Kerala Truck Service,Spark Plug,4409,5042,9451,4.4,2025-08-18,No,Pending
S00202,V0360,ESN450041,2025-12-21,Routine Service,Corrective,P0012,Battery degradation,TECH795,FleetCare Kochi,Battery,5269,19222,24491,2.1,2026-06-19,Yes,Pending
S00203,V0477,ESN278930,2025-05-28,Oil Change,Corrective,P0300,Routine inspection,TECH651,FleetCare Kochi,Brake Pads,4223,16980,21203,5.8,2025-11-24,Yes,Pending
S00204,V0488,ESN508469,2025-03-29,Oil Change,Corrective,P0012,Engine overheating,TECH537,FleetCare Kochi,Oil Filter,2000,10494,12494,9.2,2025-09-25,Yes,Completed
S00205,V0451,ESN551010,2025-06-13,Brake Service,Preventive,P0000,Brake wear,TECH180,AutoMind Central,Oil Filter,1459,15607,17066,7.1,2025-12-10,Yes,Completed
S00206,V0087,ESN999669,2025-06-25,Cooling System,Emergency,P0000,Low oil pressure,TECH800,Prime Motors,Air Filter,1906,17355,19261,11.1,2025-12-22,Yes,Completed
S00207,V0324,ESN645739,2025-02-24,Battery Replacement,Preventive,P0420,Routine inspection,TECH244,Prime Motors,Air Filter,1680,6655,8335,6.0,2025-08-23,No,Pending
S00208,V0294,ESN137813,2025-10-11,Brake Service,Emergency,P0171,Battery degradation,TECH327,Kerala Truck Service,Air Filter,3143,731,3874,1.2,2026-04-09,Yes,Completed
S00209,V0003,ESN817166,2025-07-08,Oil Change,Emergency,P0012,Low oil pressure,TECH367,Kerala Truck Service,Brake Pads,4446,6657,11103,7.5,2026-01-04,No,Pending
S00210,V0231,ESN942253,2025-12-25,Brake Service,Emergency,P0171,Engine overheating,TECH247,FleetCare Kochi,Brake Pads,5069,3912,8981,7.7,2026-06-23,Yes,Completed
S00211,V0174,ESN571969,2025-12-02,Engine Diagnostics,Emergency,P0000,Low oil pressure,TECH814,Prime Motors,Coolant Hose,4717,3048,7765,1.1,2026-05-31,No,Completed
S00212,V0202,ESN276965,2025-05-13,Routine Service,Emergency,P0420,Battery degradation,TECH835,Prime Motors,Battery,4652,1482,6134,9.2,2025-11-09,No,Completed
S00213,V0333,ESN554451,2025-11-19,Engine Diagnostics,Emergency,P0000,Low oil pressure,TECH564,Kerala Truck Service,Oil Filter,3727,14205,17932,3.8,2026-05-18,Yes,Completed
S00214,V0469,ESN741416,2025-09-18,Oil Change,Preventive,P0420,Routine inspection,TECH826,Kerala Truck Service,Air Filter,908,15951,16859,2.1,2026-03-17,No,Completed
S00215,V0031,ESN421089,2025-04-04,Oil Change,Preventive,P0000,Routine inspection,TECH909,Prime Motors,Oil Filter,3157,12867,16024,3.9,2025-10-01,Yes,Pending
S00216,V0381,ESN828880,2025-02-26,Engine Diagnostics,Preventive,P0420,Battery degradation,TECH550,Prime Motors,Spark Plug,2329,4444,6773,7.6,2025-08-25,Yes,Pending
S00217,V0115,ESN649189,2025-02-13,Routine Service,Corrective,P0000,Brake wear,TECH868,AutoMind Central,Brake Pads,5083,1637,6720,7.8,2025-08-12,Yes,Completed
S00218,V0195,ESN965010,2025-08-06,Routine Service,Emergency,P0012,Brake wear,TECH296,Prime Motors,Spark Plug,4986,8317,13303,6.0,2026-02-02,No,Completed
S00219,V0276,ESN143166,2025-10-01,Battery Replacement,Corrective,P0000,Brake wear,TECH900,Prime Motors,Battery,5224,10795,16019,9.7,2026-03-30,No,Pending
S00220,V0105,ESN430403,2025-03-11,Cooling System,Preventive,P0000,Engine overheating,TECH260,Kerala Truck Service,Brake Pads,1379,5406,6785,4.9,2025-09-07,Yes,Completed
S00221,V0311,ESN133460,2025-09-12,Routine Service,Emergency,P0420,Battery degradation,TECH221,AutoMind Central,Oil Filter,4248,14057,18305,7.7,2026-03-11,No,Completed
S00222,V0300,ESN423315,2025-10-22,Cooling System,Preventive,P0012,Engine overheating,TECH208,AutoMind Central,Spark Plug,2634,15299,17933,1.1,2026-04-20,Yes,Completed
S00223,V0107,ESN542613,2025-03-13,Cooling System,Emergency,P0420,Routine inspection,TECH112,AutoMind Central,Air Filter,4750,15055,19805,3.5,2025-09-09,Yes,Completed
S00224,V0320,ESN653320,2025-07-01,Oil Change,Corrective,P0171,Engine overheating,TECH939,Prime Motors,Coolant Hose,5265,3361,8626,10.0,2025-12-28,No,Pending
S00225,V0239,ESN834863,2025-01-31,Engine Diagnostics,Corrective,P0420,Brake wear,TECH799,Prime Motors,Spark Plug,4722,2630,7352,2.8,2025-07-30,No,Completed
S00226,V0410,ESN273447,2025-12-19,Cooling System,Corrective,P0420,Engine overheating,TECH784,FleetCare Kochi,Spark Plug,3916,3633,7549,2.6,2026-06-17,Yes,Pending
S00227,V0155,ESN915907,2025-03-18,Brake Service,Corrective,P0420,Battery degradation,TECH897,Kerala Truck Service,Coolant Hose,5020,7524,12544,3.6,2025-09-14,Yes,Pending
S00228,V0195,ESN575185,2025-02-14,Battery Replacement,Corrective,P0000,Engine overheating,TECH955,Kerala Truck Service,Oil Filter,2788,14822,17610,5.6,2025-08-13,No,Pending
S00229,V0072,ESN659597,2025-07-08,Battery Replacement,Emergency,P0420,Routine inspection,TECH982,Prime Motors,Air Filter,4198,19046,23244,3.8,2026-01-04,No,Pending
S00230,V0496,ESN682027,2025-07-01,Engine Diagnostics,Preventive,P0000,Battery degradation,TECH745,FleetCare Kochi,Battery,4595,15323,19918,7.8,2025-12-28,Yes,Completed
S00231,V0028,ESN878856,2025-01-26,Oil Change,Preventive,P0171,Low oil pressure,TECH258,AutoMind Central,Spark Plug,5013,6510,11523,11.4,2025-07-25,No,Completed
S00232,V0004,ESN776002,2025-07-07,Engine Diagnostics,Corrective,P0420,Routine inspection,TECH707,Kerala Truck Service,Spark Plug,3758,5046,8804,10.1,2026-01-03,No,Pending
S00233,V0389,ESN347296,2025-05-02,Engine Diagnostics,Preventive,P0012,Engine overheating,TECH655,AutoMind Central,Spark Plug,1106,14593,15699,11.1,2025-10-29,Yes,Pending
S00234,V0078,ESN796424,2025-11-07,Brake Service,Emergency,P0171,Brake wear,TECH418,Kerala Truck Service,Brake Pads,1041,14030,15071,4.0,2026-05-06,No,Pending
S00235,V0460,ESN190158,2025-08-01,Oil Change,Corrective,P0171,Routine inspection,TECH656,Prime Motors,Battery,4736,3245,7981,6.2,2026-01-28,No,Pending
S00236,V0258,ESN381782,2025-12-21,Battery Replacement,Corrective,P0000,Routine inspection,TECH855,AutoMind Central,Air Filter,4517,16632,21149,3.3,2026-06-19,No,Completed
S00237,V0417,ESN170306,2025-07-16,Cooling System,Corrective,P0171,Low oil pressure,TECH999,Prime Motors,Air Filter,2742,11451,14193,9.2,2026-01-12,Yes,Pending
S00238,V0250,ESN790452,2025-09-02,Engine Diagnostics,Preventive,P0300,Brake wear,TECH408,Kerala Truck Service,Air Filter,5923,12475,18398,9.6,2026-03-01,No,Pending
S00239,V0490,ESN468848,2025-03-15,Cooling System,Corrective,P0012,Low oil pressure,TECH828,Prime Motors,Oil Filter,4114,13384,17498,10.3,2025-09-11,No,Completed
S00240,V0206,ESN394930,2025-01-24,Battery Replacement,Preventive,P0300,Low oil pressure,TECH210,Prime Motors,Air Filter,2348,15500,17848,11.4,2025-07-23,No,Pending
S00241,V0486,ESN221482,2025-02-03,Battery Replacement,Emergency,P0000,Routine inspection,TECH579,Prime Motors,Spark Plug,2833,2469,5302,3.6,2025-08-02,Yes,Completed
S00242,V0242,ESN893395,2025-08-10,Routine Service,Preventive,P0000,Engine overheating,TECH967,Kerala Truck Service,Oil Filter,4509,5980,10489,9.7,2026-02-06,No,Completed
S00243,V0462,ESN767888,2025-11-06,Brake Service,Preventive,P0171,Battery degradation,TECH788,Prime Motors,Brake Pads,4185,7622,11807,6.6,2026-05-05,No,Pending
S00244,V0154,ESN755768,2025-02-26,Routine Service,Preventive,P0300,Engine overheating,TECH150,AutoMind Central,Air Filter,2087,3415,5502,8.2,2025-08-25,No,Completed
S00245,V0406,ESN215317,2025-04-04,Brake Service,Emergency,P0012,Battery degradation,TECH312,FleetCare Kochi,Coolant Hose,5460,10527,15987,10.9,2025-10-01,No,Pending
S00246,V0167,ESN205153,2025-07-12,Oil Change,Preventive,P0171,Brake wear,TECH999,Kerala Truck Service,Battery,2643,18790,21433,6.4,2026-01-08,Yes,Completed
S00247,V0150,ESN218450,2025-01-28,Oil Change,Emergency,P0300,Engine overheating,TECH155,Kerala Truck Service,Air Filter,5064,5080,10144,6.1,2025-07-27,Yes,Completed
S00248,V0042,ESN510346,2025-02-09,Brake Service,Emergency,P0012,Battery degradation,TECH434,FleetCare Kochi,Spark Plug,3917,6507,10424,9.1,2025-08-08,No,Completed
S00249,V0474,ESN332889,2025-01-15,Cooling System,Corrective,P0171,Routine inspection,TECH611,Prime Motors,Battery,2536,16477,19013,1.5,2025-07-14,No,Completed
S00250,V0192,ESN155904,2025-01-12,Engine Diagnostics,Emergency,P0012,Brake wear,TECH506,Kerala Truck Service,Brake Pads,5840,6650,12490,9.4,2025-07-11,No,Completed
S00251,V0082,ESN905196,2025-02-14,Battery Replacement,Preventive,P0000,Battery degradation,TECH559,FleetCare Kochi,Air Filter,4532,13903,18435,3.1,2025-08-13,No,Pending
S00252,V0395,ESN667834,2025-05-31,Battery Replacement,Preventive,P0171,Battery degradation,TECH948,FleetCare Kochi,Spark Plug,5306,19648,24954,6.7,2025-11-27,No,Completed
S00253,V0404,ESN794700,2025-03-07,Brake Service,Corrective,P0000,Routine inspection,TECH738,AutoMind Central,Oil Filter,2233,17916,20149,3.6,2025-09-03,Yes,Completed
S00254,V0296,ESN121535,2025-10-04,Oil Change,Corrective,P0171,Brake wear,TECH617,Kerala Truck Service,Battery,3868,11867,15735,1.3,2026-04-02,Yes,Completed
S00255,V0163,ESN142258,2025-03-14,Brake Service,Corrective,P0171,Brake wear,TECH416,AutoMind Central,Air Filter,3434,13100,16534,8.1,2025-09-10,No,Pending
S00256,V0151,ESN101741,2025-12-21,Brake Service,Preventive,P0420,Low oil pressure,TECH965,FleetCare Kochi,Brake Pads,3352,5516,8868,9.7,2026-06-19,Yes,Completed
S00257,V0485,ESN269641,2025-03-29,Engine Diagnostics,Emergency,P0000,Routine inspection,TECH217,Kerala Truck Service,Battery,5089,3469,8558,2.0,2025-09-25,No,Completed
S00258,V0257,ESN923442,2025-06-25,Routine Service,Corrective,P0300,Battery degradation,TECH305,FleetCare Kochi,Brake Pads,4024,3754,7778,9.1,2025-12-22,Yes,Completed
S00259,V0129,ESN612987,2025-08-15,Routine Service,Corrective,P0420,Low oil pressure,TECH524,Prime Motors,Spark Plug,5288,19812,25100,2.4,2026-02-11,Yes,Pending
S00260,V0121,ESN688817,2025-02-05,Battery Replacement,Emergency,P0000,Routine inspection,TECH508,Prime Motors,Battery,4452,10271,14723,5.6,2025-08-04,Yes,Completed
S00261,V0110,ESN775820,2025-03-29,Brake Service,Corrective,P0000,Engine overheating,TECH647,Prime Motors,Air Filter,1139,17564,18703,11.6,2025-09-25,No,Pending
S00262,V0009,ESN257425,2025-02-11,Brake Service,Preventive,P0012,Battery degradation,TECH737,Prime Motors,Brake Pads,3181,5622,8803,8.9,2025-08-10,Yes,Pending
S00263,V0348,ESN830810,2025-06-01,Brake Service,Emergency,P0420,Brake wear,TECH149,AutoMind Central,Brake Pads,1950,5211,7161,1.7,2025-11-28,Yes,Pending
S00264,V0286,ESN530060,2025-08-27,Oil Change,Emergency,P0171,Battery degradation,TECH114,Kerala Truck Service,Oil Filter,4604,1635,6239,5.6,2026-02-23,No,Completed
S00265,V0222,ESN917519,2025-07-24,Oil Change,Emergency,P0420,Brake wear,TECH529,Kerala Truck Service,Air Filter,858,2855,3713,10.9,2026-01-20,No,Completed
S00266,V0121,ESN391647,2025-01-01,Brake Service,Corrective,P0420,Battery degradation,TECH481,FleetCare Kochi,Spark Plug,4132,9530,13662,6.0,2025-06-30,Yes,Pending
S00267,V0046,ESN855578,2025-12-09,Routine Service,Emergency,P0171,Engine overheating,TECH220,AutoMind Central,Brake Pads,4550,4903,9453,4.2,2026-06-07,No,Pending
S00268,V0031,ESN656863,2025-06-04,Oil Change,Corrective,P0000,Engine overheating,TECH729,Prime Motors,Coolant Hose,2521,7171,9692,9.5,2025-12-01,No,Completed
S00269,V0367,ESN839911,2025-08-10,Routine Service,Corrective,P0012,Routine inspection,TECH246,AutoMind Central,Battery,5616,2174,7790,1.8,2026-02-06,Yes,Pending
S00270,V0303,ESN799293,2025-05-15,Cooling System,Preventive,P0000,Battery degradation,TECH153,FleetCare Kochi,Oil Filter,3723,17469,21192,10.5,2025-11-11,Yes,Pending
S00271,V0444,ESN959481,2025-02-24,Oil Change,Preventive,P0000,Routine inspection,TECH102,Prime Motors,Air Filter,4682,11623,16305,11.9,2025-08-23,No,Pending
S00272,V0165,ESN385994,2025-02-20,Brake Service,Preventive,P0420,Brake wear,TECH368,Prime Motors,Coolant Hose,2767,894,3661,4.2,2025-08-19,Yes,Pending
S00273,V0389,ESN697099,2025-11-25,Brake Service,Corrective,P0012,Battery degradation,TECH136,AutoMind Central,Coolant Hose,1277,18400,19677,4.1,2026-05-24,No,Completed
