vehicle_id,registration_number,vin,manufacturer,model,variant,manufacturing_year,purchase_date,vehicle_class,fuel_type,engine_type,engine_capacity_cc,transmission,drivetrain,color,seating_capacity,gross_vehicle_weight_kg,payload_capacity_kg,fuel_tank_capacity_l,warranty_expiry,insurance_policy_id,current_odometer_km,assigned_depot,status,last_service_date
V0453,KL-01-AF-5261,VIN51523211857614,Mahindra,Scorpio N,Z8,2019,3/23/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,1347,327,55,3/21/2024,POL638226,63104,Kochi,Maintenance,8/11/2022
V0454,KL-08-AR-6506,VIN10562691288023,Tata,Nexon,XZ+,2021,1/3/2021,SUV,Diesel,Inline-4,1500,Manual,RWD,Grey,5,1873,539,67,1/2/2026,POL730816,85709,Palakkad,Active,12/18/2024
V0455,KL-08-YF-4029,VIN82388645634889,Eicher,Pro 2049,LNT,2025,11/24/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,7790,5505,178,11/23/2030,POL600403,44117,Kozhikode,Active,10/29/2029
V0456,KL-10-DU-8070,VIN55255773228047,Toyota,Corolla,1.8 G,2022,1/13/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,2199,460,47,1/12/2027,POL139648,74345,Kochi,Maintenance,1/11/2025
V0457,KL-14-JK-1869,VIN86370745023014,Eicher,Pro 2049,LNT,2021,4/19/2021,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,9543,3979,126,4/18/2026,POL709017,31453,Kochi,Active,7/30/2024
V0458,KL-08-TE-4650,VIN94051020819002,Eicher,Pro 2049,LNT,2023,12/8/2023,Truck,Diesel,Inline-4,3000,Manual,RWD,Red,2,9328,3691,178,12/6/2028,POL602766,113255,Kochi,Active,12/7/2026
V0459,KL-03-MZ-4969,VIN98056249177609,Toyota,Corolla,1.8 G,2020,8/14/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,1460,694,60,8/13/2025,POL394650,83529,Palakkad,Maintenance,8/24/2023
V0460,KL-04-MH-6141,VIN50466665628274,Mahindra,Scorpio N,Z8,2021,1/4/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,Silver,5,2199,440,54,1/3/2026,POL464085,25144,Trivandrum,Active,6/16/2024
V0461,KL-04-HK-2358,VIN39429932762952,Eicher,Pro 2049,LNT,2025,2/24/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,15728,6084,164,2/23/2030,POL318552,119247,Palakkad,Active,12/19/2026
V0462,KL-12-YY-9689,VIN98237301096445,Eicher,Pro 2049,LNT,2022,8/14/2022,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,10122,6216,225,8/13/2027,POL348409,69305,Trivandrum,Active,8/6/2026
V0463,KL-05-NZ-8645,VIN65135846357550,Toyota,Hilux,2.8 GD,2024,5/4/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Black,5,2143,506,51,5/3/2029,POL889565,45084,Palakkad,Active,1/30/2026
V0464,KL-01-FN-6509,VIN12467159585638,Toyota,Corolla,1.8 G,2024,9/13/2024,Sedan,Petrol,Inline-4,1800,Automatic,FWD,White,5,2115,430,55,9/12/2029,POL878717,148177,Thrissur,Active,10/15/2028
V0465,KL-01-GT-6676,VIN39433900838989,Eicher,Pro 2049,LNT,2023,12/24/2023,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,10190,3580,182,12/22/2028,POL853050,96963,Kochi,Active,12/8/2025
V0466,KL-14-CE-8661,VIN47929283331529,Ashok Leyland,Boss,1415,2023,12/17/2023,Truck,Diesel,Inline-4,3800,Manual,RWD,Silver,2,7195,3007,173,12/15/2028,POL215504,49796,Kochi,Active,9/6/2027
V0467,KL-13-QZ-4837,VIN49534320096578,Ashok Leyland,Boss,1415,2024,6/4/2024,Truck,Diesel,Inline-4,3800,Manual,RWD,White,2,10664,7545,214,6/3/2029,POL691620,114972,Trivandrum,Maintenance,1/5/2026
V0468,KL-13-CN-4079,VIN74585659537603,Eicher,Pro 2049,LNT,2020,12/22/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,14830,6139,135,12/21/2025,POL253539,28986,Thrissur,Maintenance,6/22/2023
V0469,KL-11-NF-9830,VIN16188325268503,Tata,Nexon,XZ+,2020,1/13/2020,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,1255,304,50,1/11/2025,POL615433,55367,Trivandrum,Active,10/19/2021
V0470,KL-04-AJ-6872,VIN27117537248537,Mahindra,Scorpio N,Z8,2023,2/2/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,1973,419,69,2/1/2028,POL369491,41864,Trivandrum,Maintenance,7/20/2024
V0471,KL-02-KI-6819,VIN45934384607208,Mahindra,Scorpio N,Z8,2021,7/11/2021,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,1915,457,60,7/10/2026,POL644399,34853,Kozhikode,Active,12/11/2024
V0472,KL-14-OQ-1435,VIN19323736989400,Eicher,Pro 2049,LNT,2020,12/22/2020,Truck,Diesel,Inline-4,3000,Manual,RWD,Grey,2,9441,4439,170,12/21/2025,POL306869,29363,Palakkad,Maintenance,1/10/2022
V0473,KL-07-PE-7029,VIN46886879507819,Tata,Nexon,XZ+,2022,9/17/2022,SUV,Diesel,Inline-4,1500,Manual,RWD,White,5,1253,342,42,9/16/2027,POL921788,17995,Thrissur,Active,11/6/2025
V0474,KL-02-MK-1183,VIN83799791872066,Eicher,Pro 2049,LNT,2024,9/18/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Blue,2,8924,4945,245,9/17/2029,POL449723,52255,Thrissur,Active,11/8/2027
V0475,KL-03-YI-4471,VIN38444586253551,Tata,Nexon,XZ+,2023,10/6/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Black,5,2190,537,69,10/4/2028,POL446164,17079,Trivandrum,Active,2/19/2027
V0476,KL-12-XO-8292,VIN69514096654150,Mahindra,Scorpio N,Z8,2023,8/4/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1898,580,61,8/2/2028,POL224420,173931,Kochi,Active,12/8/2025
V0477,KL-13-HP-9228,VIN65223536935184,Toyota,Corolla,1.8 G,2020,8/28/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,1504,650,64,8/27/2025,POL627759,58417,Kozhikode,Active,1/5/2022
V0478,KL-02-LC-4373,VIN25485211622052,Ashok Leyland,Boss,1415,2020,3/27/2020,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,15196,6040,220,3/26/2025,POL966695,36003,Thrissur,Maintenance,2/9/2022
V0479,KL-08-VS-2390,VIN36289803261154,Toyota,Corolla,1.8 G,2020,10/4/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Grey,5,2095,373,45,10/3/2025,POL473766,36881,Palakkad,Active,11/15/2021
V0480,KL-04-ON-1786,VIN69966932715831,Toyota,Corolla,1.8 G,2019,9/11/2019,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Blue,5,2002,429,61,9/9/2024,POL680053,150670,Thrissur,Maintenance,1/29/2023
V0481,KL-06-EE-8626,VIN47621951229059,Mahindra,Scorpio N,Z8,2023,8/7/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,Silver,5,1863,691,67,8/5/2028,POL836645,143337,Palakkad,Active,11/4/2024
V0482,KL-11-ZR-5691,VIN53297695216898,Toyota,Corolla,1.8 G,2022,8/17/2022,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Silver,5,1983,350,63,8/16/2027,POL149480,146802,Trivandrum,Active,11/23/2022
V0483,KL-12-WH-8337,VIN84526122761403,Mahindra,Scorpio N,Z8,2019,4/4/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1605,528,70,4/2/2024,POL396777,124810,Palakkad,Maintenance,8/19/2021
V0484,KL-08-BQ-3932,VIN78491083448842,Tata,Nexon,XZ+,2023,8/2/2023,SUV,Diesel,Inline-4,1500,Manual,RWD,Black,5,1316,641,55,7/31/2028,POL992461,42316,Kozhikode,Maintenance,11/6/2026
V0485,KL-12-XX-6507,VIN44931081969784,Toyota,Hilux,2.8 GD,2022,9/3/2022,Pickup,Diesel,Inline-4,2800,Manual,RWD,Grey,5,2103,550,49,9/2/2027,POL668450,132176,Kochi,Active,3/28/2025
V0486,KL-08-TQ-5361,VIN52396170966840,Mahindra,Scorpio N,Z8,2022,1/7/2022,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,1962,303,59,1/6/2027,POL619187,112406,Thrissur,Maintenance,4/22/2025
V0487,KL-11-XH-9815,VIN61929690595649,Toyota,Corolla,1.8 G,2025,3/22/2025,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Black,5,1595,310,55,3/21/2030,POL103339,140722,Palakkad,Active,5/23/2026
V0488,KL-05-WR-9870,VIN49863140741410,Mahindra,Scorpio N,Z8,2022,8/3/2022,SUV,Diesel,Inline-4,2200,Automatic,RWD,Black,5,1542,343,62,8/2/2027,POL857625,48792,Thrissur,Active,2/10/2025
V0489,KL-07-RL-1176,VIN67244571546121,Eicher,Pro 2049,LNT,2025,8/15/2025,Truck,Diesel,Inline-4,3000,Manual,RWD,Silver,2,7826,7075,213,8/14/2030,POL131566,34306,Palakkad,Active,10/22/2026
V0490,KL-11-SJ-3544,VIN81927035806049,Ashok Leyland,Boss,1415,2021,10/3/2021,Truck,Diesel,Inline-4,3800,Manual,RWD,White,2,12940,5559,188,10/2/2026,POL278542,40602,Kochi,Maintenance,3/20/2025
V0491,KL-02-OI-6982,VIN84411253365029,Ashok Leyland,Boss,1415,2025,2/25/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Black,2,15949,6947,201,2/24/2030,POL313348,72964,Palakkad,Active,5/11/2026
V0492,KL-05-OT-2278,VIN23105951725280,Mahindra,Scorpio N,Z8,2019,11/13/2019,SUV,Diesel,Inline-4,2200,Automatic,RWD,Blue,5,2167,612,47,11/11/2024,POL891902,59976,Thrissur,Maintenance,8/23/2021
V0493,KL-06-TV-4546,VIN23727414270907,Ashok Leyland,Boss,1415,2025,8/26/2025,Truck,Diesel,Inline-4,3800,Manual,RWD,Grey,2,8231,6674,207,8/25/2030,POL411826,133562,Trivandrum,Active,1/11/2026
V0494,KL-11-KQ-4126,VIN13109704739034,Eicher,Pro 2049,LNT,2024,2/26/2024,Truck,Diesel,Inline-4,3000,Manual,RWD,Black,2,14733,5970,205,2/24/2029,POL195194,178377,Kochi,Maintenance,1/4/2025
V0495,KL-07-SR-7371,VIN82118236112212,Toyota,Corolla,1.8 G,2020,10/14/2020,Sedan,Petrol,Inline-4,1800,Automatic,FWD,Red,5,1669,697,48,10/13/2025,POL331024,47393,Trivandrum,Active,11/11/2021
V0496,KL-02-KF-9535,VIN74040835108945,Eicher,Pro 2049,LNT,2023,10/21/2023,Truck,Diesel,Inline-4,3000,Manual,RWD,White,2,14389,5124,223,10/19/2028,POL850338,159740,Palakkad,Maintenance,10/3/2025
V0497,KL-03-AG-4315,VIN67992186899499,Toyota,Hilux,2.8 GD,2024,9/22/2024,Pickup,Diesel,Inline-4,2800,Manual,RWD,Red,5,1586,372,43,9/21/2029,POL786873,12730,Trivandrum,Maintenance,11/2/2025
V0498,KL-03-JL-3020,VIN24598481740563,Mahindra,Scorpio N,Z8,2024,5/13/2024,SUV,Diesel,Inline-4,2200,Automatic,RWD,Red,5,1677,390,53,5/12/2029,POL634672,38196,Kozhikode,Active,11/9/2027
V0499,KL-12-NN-9799,VIN79803642140902,Mahindra,Scorpio N,Z8,2023,10/28/2023,SUV,Diesel,Inline-4,2200,Automatic,RWD,White,5,2093,486,48,10/26/2028,POL552893,177066,Kozhikode,Active,6/14/2025
V0500,KL-14-PZ-8658,VIN42173172534599,Tata,Nexon,XZ+,2025,3/12/2025,SUV,Diesel,Inline-4,1500,Manual,RWD,Silver,5,1250,677,66,3/11/2030,POL963302,157410,Trivandrum,Active,5/12/2028
